unit_f1,unit_acc,type_f1,id_f1,id_acc,n_synth,n_train
0.9103210928111967,0.9133574007220217,0.7132281674564347,0.41427293716081337,0.5490196078431373,0,1106
0.896317823528812,0.9025270758122743,0.8631277216452999,0.5338188815591561,0.5947712418300654,100,1206
0.8755268877081449,0.8808664259927798,0.6316751764453629,0.5049153263200086,0.5490196078431373,500,1606
0.8930191522064476,0.8989169675090253,0.8641157881709596,0.485241949451078,0.5882352941176471,1000,2106
